0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.056620214,0.6855532,0.28078908,0.5273328,-0.36828718,-0.7822443,-0.5075618,0.67867196,0.46146417,-0.44431645,0.13508438,-0.117053114,-0.76197433,0.7121961,0.8638093,0.71991843,-0.4353389,-0.34976357,-0.35169044,0.6585435,0.29355863,0.07369949,0.4412746,-0.09874965,-0.8878639,-0.14902234,0.03270731,-0.5666441,-0.7131163,0.08960728,-0.7320301,-0.16113424,0.46180952,0.10582185,-0.39417434,0.28056404,-0.018796265,0.53129905,0.38200915,0.5982273,0.062139805,-0.5018585,-0.8317087,0.13004385,0.23328404,-0.71791464,-0.63738203,-0.29067472,-0.68357575,0.12622629,0.19221985,0.82458764,-0.41825637,0.26818323,-0.2994707,0.017076105,0.823908,-0.15525375,-0.08708483,-0.061029702,0.39874536,-0.7582521,0.75418425,-0.85040605,0.83612716,0.69628274,0.28356916,0.22144152,0.015484139,-0.69144964,0.15812825,0.6430697,-0.03165663,0.2793338,0.24500796,-0.6493238,-0.33543807,-0.77517134,-0.8109355,-0.25218204,0.3346988,0.6794923,0.40736234,-0.623626,-0.8710434,0.6389077,0.64834255,0.15126716,0.5988428,0.5939584,0.69273347,-0.70603025,-0.50873536,-0.36523628,-0.32937616,-0.6686548,0.71582264,-0.76691467,0.4653291,0.6660067
-0.8015085,-0.63303924,-0.7645637,-0.7445143,0.0008000307,0.55771893,-0.8832085,0.84532976,0.19921423,-0.8124834,0.93483555,0.90076715,-0.724817,-0.8283124,-0.25818098,0.77374995,-0.6411589,-0.51777756,0.5934838,-0.3556818,0.49478796,0.18048944,0.41104975,0.96820736,-0.5356744,0.72662985,-0.94780654,-0.72935635,-0.11505577,0.017160617,-0.49945968,0.5320809,-0.8372301,0.21661228,-0.5946764,-0.75283045,-0.51994354,0.8907586,0.49249917,0.871383,0.0058644246,0.008990935,-0.389218,0.41888368,-0.5575346,0.24922337,-0.7014414,0.7090727,-0.41455793,0.8729994,0.18964888,0.39518464,-0.58016735,-0.82450503,0.55685145,-0.30937302,0.7980217,-0.9319223,0.6455012,0.333733,-0.50793993,-0.5987678,0.8811775,-0.88328767,0.73519015,0.79028225,0.2988068,0.8616589,0.558596,-0.20755011,0.8132971,0.090590596,0.44195968,-0.9388248,-0.22621864,0.25797072,0.1263679,-0.8868008,0.44675004,-0.62314737,-0.88474476,-0.3206812,0.76735795,0.6809095,-0.76628006,0.8969986,0.6507304,-0.7811101,0.8571264,0.330629,-0.2970827,-0.94238746,0.6619677,-0.45842052,-0.21494007,-0.1408009,0.41007712,0.7961576,0.30131152,0.5266693
-0.18494937,0.111496806,0.9041443,-0.91671294,-0.0006261795,0.48583364,0.35739958,0.61821306,-0.8326079,0.89447767,-0.7417746,-0.7715356,0.64492065,0.8958404,-0.16530995,-0.75856733,0.61519367,-0.6364173,-0.83115286,0.6229247,0.5366473,-0.16629814,0.6657905,-0.75815004,-0.5034691,-0.8186508,0.57021266,0.23946586,0.15606062,0.39706787,-0.63211197,-0.88038975,0.7895909,-0.77684045,0.47677892,0.24486959,0.857914,-0.7486103,-0.23282228,-0.95063275,-0.4401811,-0.77204555,-0.3950597,-0.6327322,0.044628367,-0.6935032,0.45283127,0.009745485,0.044246715,-0.8553612,-0.14056176,0.7073729,0.46628824,0.46962914,0.80528027,-0.8338813,-0.47968253,0.6872253,0.62760913,-0.2552615,-0.00721441,0.79001725,0.9137136,0.9584818,0.32479215,0.30295938,-0.20532641,0.5550497,-0.12662685,0.564347,0.31927165,0.74830717,0.24650817,0.18387082,0.562169,-0.6925278,0.40807003,0.8706792,-0.10513868,0.102858305,0.8650329,-0.32751304,-0.31601074,-0.82157594,0.3244822,-0.5654371,-0.8132594,0.8234147,-0.03992073,0.52163935,0.6088708,-0.5246357,-0.7799853,-0.10940157,0.85819733,-0.026651748,-0.71903163,0.283239,-0.005723534,-0.4827141
-0.77019984,-0.22751397,0.7510575,0.8458771,-0.33930966,-0.5869681,-0.08603241,0.71257806,0.4443282,-0.099194705,-0.44785327,-0.4022351,0.20657028,0.8169679,0.49322075,-0.5212271,0.71914315,-0.37785608,-0.7481462,0.8698596,-0.1650213,-0.09204739,-0.6392156,0.32181722,0.36660224,0.11172724,0.832039,0.28010178,-0.17408933,-0.4275247,-0.48717722,-0.8090511,0.3339374,0.44872895,-0.27207363,-0.58620006,0.25498816,-0.24922124,-0.4116719,0.57669723,0.47308066,-0.17430954,-0.85783905,-0.70151955,0.04287875,0.35838842,-0.77333015,0.27255037,-0.7545005,0.5645156,0.9188501,0.38572514,0.25219774,-0.033520192,0.23442826,0.7590216,0.85350424,0.16306655,-0.32975918,-0.70257175,0.6697893,-0.71480775,0.86711216,-0.9341074,0.0132354,0.48317602,-0.3422448,-0.7387533,-0.087083094,-0.80957586,0.3055983,0.2522095,0.41086933,0.6263706,0.02357525,-0.67995816,0.0030534181,-0.81216645,-0.9524821,0.65002954,-0.49591374,-0.443285,-0.36069202,0.26751456,-0.6285489,0.6128419,-0.5103611,0.5733331,-0.7346128,0.20826405,0.44704553,0.8241274,-0.31226957,-0.69040406,-0.17847687,0.33540007,-0.9112873,-0.76845163,0.71868217,-0.7586353
-0.94793123,-0.8720889,0.7360996,0.9716517,0.043007117,0.8009054,0.11424553,0.81207174,0.60083765,0.9032976,0.89149433,0.77738744,-0.07597917,0.8913644,-0.6313497,-0.56721586,0.8083219,-0.47645304,-0.91128695,0.49633244,0.43804136,0.90784085,-0.66992366,0.91235,0.9003018,-0.87582374,0.9275855,0.69694155,-0.025894895,-0.43855134,-0.71627504,-0.5143904,-0.64957696,0.91251415,-0.57176566,-0.90888613,0.3567726,0.32209682,-0.38167349,0.49552068,0.9213204,0.28191543,-0.7924437,0.5119583,0.026318131,0.89095783,-0.3811343,0.81026214,-0.011220335,0.48006845,0.8372079,-0.8573715,-0.7002459,-0.7647127,0.7876387,0.72385925,0.66557795,0.9055703,-0.6020612,-0.46285036,0.4694639,0.18745951,0.8952569,-0.9753961,-0.5411739,0.64291364,-0.5082418,-0.9281095,0.39521116,-0.1528981,0.8477622,0.3135033,0.6882438,0.87270355,0.36679035,-0.689008,0.781537,-0.5416983,-0.78174686,-0.8645364,-0.67089385,-0.96445477,-0.63397163,0.9146976,0.6735212,0.877188,-0.7928067,0.17209564,-0.37400416,0.058395132,-0.021458939,0.9813604,0.2577318,-0.766858,-0.28114697,-0.42550358,-0.9614553,0.84908813,0.061129186,-0.9321403
-0.69017226,-0.06826673,0.96080154,-0.9623074,0.4193047,0.85309786,0.68212306,0.4991296,-0.9578372,0.8468627,-0.711659,-0.88696843,0.67650366,0.9085193,-0.50687385,-0.9168031,0.7494458,-0.432649,-0.8392124,0.90212166,0.5585337,-0.21834919,-0.10830519,-0.8584391,0.3955673,-0.8949968,-0.521039,0.25106153,0.76080376,0.3276036,-0.5009628,-0.89580435,0.75073856,-0.71133286,0.6920876,-0.71481013,0.9438386,-0.6226377,-0.29975736,-0.97975326,-0.9162123,-0.25383344,0.73302835,-0.7372581,-0.7682379,-0.5693938,0.504181,-0.10861885,0.4440106,-0.8601418,-0.6025106,0.79294705,0.90087676,0.44034252,0.9734389,-0.847822,-0.7888455,0.36580458,0.5948223,0.042539675,-0.85668296,0.85752624,0.95812875,0.98826265,-0.13040294,-0.79406846,-0.32671914,0.61764723,-0.43829903,0.8576343,-0.29115498,0.80454624,0.41453362,-0.6116495,0.7431704,-0.6706897,0.14940165,0.9615039,0.91631746,0.16801386,0.78148586,-0.65163857,-0.32510668,-0.7885448,0.85618675,-0.44818532,-0.8963661,0.8940201,0.5545137,0.84413123,0.07999696,-0.22367817,-0.87970436,0.3400818,0.9095544,0.3183143,-0.90694183,0.9209343,0.25054854,-0.29353696
-0.154552,-0.09209712,-0.8351394,0.28785163,-0.33762112,0.67279667,0.63751227,0.5871856,0.13487485,0.5994415,0.9010214,0.9651761,-0.7153167,-0.63844573,-0.8269079,0.73582727,-0.104999825,0.31276175,0.18097077,-0.1907432,0.1838116,0.40009445,0.35040638,0.6924389,0.16219448,-0.4930132,-0.9128253,0.37270343,0.36780778,0.59956026,-0.13463987,-0.1823175,-0.53660077,-0.1820762,-0.78713423,0.15129103,0.8285505,0.47171548,-0.6464695,0.6858681,-0.47400185,-0.4337239,0.8536512,0.6005396,-0.7105313,0.8786008,0.35764313,0.4340977,0.3146867,-0.01209373,-0.6821289,-0.87440753,0.7715473,0.32978484,0.74531627,0.33439466,-0.84496707,0.49369448,-0.05625988,0.8452088,-0.58441436,0.6040113,0.09235989,0.603234,-0.7898559,-0.554213,-0.3611731,0.025426086,-0.014894649,0.8285628,-0.4636559,0.050072458,0.7791914,-0.7873693,-0.09925944,0.50782835,-0.66667956,0.62183005,0.8996611,-0.89665735,-0.7265152,-0.25790578,0.392976,0.84163344,0.40417147,0.7608015,-0.20408884,0.1203914,0.71452206,0.90003234,-0.6086562,-0.30369514,-0.1575544,0.26846313,0.025129773,0.623014,0.4774279,0.95831275,0.16108154,0.05757951
-0.96911114,-0.20658442,0.776412,0.94050014,0.29014793,0.700415,0.8088478,0.8282297,-0.16422829,0.78092134,0.9839437,0.9558636,0.15040033,0.38051012,-0.21982865,-0.35553008,-0.67858756,-0.74068594,-0.4273072,0.64838576,0.55787176,0.75431395,-0.08542865,0.57966185,0.8844653,-0.35206833,-0.39955047,0.8382861,-0.49957705,0.4372898,-0.94973576,-0.5639929,-0.81629264,0.8853706,-0.8336981,-0.9612848,-0.05422124,0.3568762,-0.55002296,0.8224955,0.82781637,-0.37102512,0.07282964,0.8859281,0.7958694,0.829549,-0.78707045,0.9655634,0.018599978,0.546778,-0.19995877,-0.7611434,-0.60233927,-0.8843983,0.9247651,0.9689533,0.32564873,0.7705267,-0.6854948,-0.23083527,0.26105595,-0.4372697,0.8991914,-0.95371765,-0.7526373,0.06474279,-0.83900416,-0.95989555,0.7238912,-0.039667152,0.8489592,-0.66964716,0.87654734,0.4857383,-0.52090573,0.8238529,0.7603676,-0.64827216,0.42589724,-0.8651072,-0.90199155,-0.9806358,0.3459061,0.8542575,0.44706795,0.98259574,-0.8396512,-0.4652525,0.82181364,0.5057588,0.171297,0.5872427,0.07085245,-0.8886095,-0.23865332,-0.4945536,-0.80075544,0.97812206,-0.2663837,-0.80114555
0.066806756,0.12464304,0.6609319,0.87143946,0.27778682,-0.47212565,0.062298086,0.014802986,-0.15647213,-0.2628025,-0.3207031,-0.047110286,0.6048385,0.8253575,0.64431524,-0.44308338,0.70055455,-0.39639074,-0.5745885,0.72462004,-0.06760897,-0.20696613,-0.79218453,-0.34545988,0.8287412,0.7487788,0.9133623,0.28644338,-0.3746744,-0.26145482,-0.18475261,-0.8618827,0.10668553,0.7332954,0.67006344,0.020335883,0.13390824,-0.7392178,0.12125254,0.6395049,0.06562332,-0.14281818,-0.68257904,-0.28674898,0.66628623,0.1917179,-0.46454957,-0.013866044,-0.48307696,0.5089156,0.8536455,0.038644,0.60942346,-0.30099976,-0.2810464,0.84928536,0.30301386,0.46552846,-0.83582073,-0.16069503,0.6361006,-0.20942119,-0.19713154,-0.758905,-0.79320115,0.25725007,-0.8702138,-0.85026324,-0.2544851,-0.87914866,0.22623296,-0.20928773,0.24163705,0.5936863,-0.36729762,-0.55187863,0.54525214,-0.7885662,-0.72596097,0.88068223,-0.6782987,-0.17272237,-0.43582264,0.52107364,0.38825163,-0.30599824,-0.25152656,0.4336811,-0.85682964,-0.6850391,-0.19896536,0.7955321,0.120756485,0.2945033,-0.48877877,0.17169876,-0.8453836,-0.83980274,0.76096976,-0.69764864
-0.97863704,-0.3425685,0.9184769,0.967066,-0.3198378,0.22852318,-0.12435672,0.5559059,0.10873476,-0.16919622,0.9300756,0.89867604,0.45070267,0.31887564,0.15758623,-0.633754,0.06280101,-0.29537478,-0.7431144,0.8682252,0.16988437,0.7850809,0.11523837,0.7714844,0.7218166,-0.6236811,0.63626933,0.5232723,-0.74621755,-0.15509611,-0.8283489,0.06962447,-0.78350896,0.84602696,-0.86750543,-0.97026646,-0.22790973,0.2825633,-0.24953267,0.8648178,0.6272967,-0.29577762,-0.87115747,0.47615674,0.64158314,0.62194157,-0.799459,0.86072135,-0.68249327,0.76207954,0.5503544,-0.7622541,-0.60672665,-0.52181983,0.6836423,0.7199697,0.9015966,0.7016534,-0.57240075,-0.57146376,0.5133904,-0.7372202,0.9482545,-0.96734214,-0.38199073,0.7971007,-0.3128107,-0.91062856,0.3676117,-0.5358361,0.95955145,-0.57538104,0.77859646,0.7664248,-0.7904561,0.47850212,0.15456367,-0.8503872,-0.8437514,-0.8113709,-0.82973385,-0.9497249,0.41006523,0.3773154,-0.48957592,0.94263333,-0.5309134,-0.61684394,0.21497187,0.5310221,0.19009942,0.8525035,0.12094956,-0.58037215,-0.53070354,-0.30622616,-0.8493073,0.78200567,0.16774482,-0.7030097
0.07928386,0.08906781,-0.64817154,0.6035294,-0.3095489,-0.047621474,-0.4674162,0.033279736,0.28127947,-0.66328263,0.43738315,0.66674334,0.25915056,0.38415235,-0.44517493,0.5664561,0.7038804,0.5996302,-0.48855156,-0.19786926,0.15873477,-0.04698331,-0.031194078,0.6342391,0.3445738,0.08076762,0.40178955,0.029824803,0.2025951,-0.279641,0.50551414,-0.21700168,-0.62573725,0.6613929,-0.33587477,-0.57543194,0.4139114,0.32012156,-0.09473417,0.5141098,-0.4411024,-0.074891664,0.47437698,-0.15381223,-0.5784457,0.33834407,-0.4197843,-0.7080704,-0.56420666,0.84554124,0.2639021,-0.4127254,0.3723343,0.26734072,-0.10912152,0.50617623,-0.65485483,0.15429479,-0.54450125,0.13367836,-0.26008457,0.09837946,-0.11056893,-0.4602311,-0.8934012,0.0934395,-0.8011672,0.18380237,0.021527931,-0.085804455,0.5855617,0.276147,0.62114555,-0.4754588,-0.39106947,-0.30398768,-0.60186285,-0.08205588,-0.22026372,0.2748864,-0.5768554,0.34202367,0.12990771,0.6165705,0.03987773,-0.17900148,-0.10951391,0.7030042,-0.7202047,0.2044613,0.31513283,0.82787806,-0.32471395,0.06884758,-0.19996145,0.6985822,-0.6546307,0.26216403,0.71247935,-0.04905366
-0.9243854,0.55214524,0.9564061,-0.75722355,0.9521138,0.6730253,0.93727475,0.5570928,-0.95539993,0.9879458,0.80601233,-0.83233804,-0.78222114,-0.8602736,-0.4966558,-0.8440226,-0.9803751,-0.9463913,0.8795098,0.7738114,-0.5808844,0.94460624,0.6876441,-0.63594294,0.9125886,-0.9201542,-0.8991224,0.36755845,0.71087945,0.79006314,-0.9873571,0.07203252,-0.5195173,-0.8868101,0.8263082,0.47131315,0.62969697,-0.90042555,-0.9260352,-0.7534122,-0.46966726,-0.8819478,0.15044412,0.90291005,0.58556926,0.8587177,0.9145695,0.96991366,0.711723,-0.96213275,-0.857653,-0.0066294842,0.90313643,-0.8984334,0.7587762,0.69580615,0.4986304,0.37925968,0.8518437,-0.12029153,-0.18150224,-0.9431278,0.87365425,0.26108456,0.96414065,-0.77196854,0.9096298,-0.93719864,0.9541334,0.78581053,-0.8892993,-0.6499866,0.8378234,-0.635414,-0.54231066,0.9044988,0.9117292,0.676739,0.9528592,-0.9548753,-0.8516324,-0.9833222,0.410714,-0.90083045,-0.48690838,0.9404213,0.93077093,0.46632263,0.8690328,0.61386585,0.73449904,-0.9705767,0.49452156,-0.25418672,-0.7278506,-0.9419333,0.8916723,0.9862715,-0.85435677,0.09033304
-0.39571422,0.8933054,0.93951035,-0.057019208,0.58902127,-0.6217606,-0.007558753,-0.28433686,-0.49993405,0.9052183,-0.614406,-0.89295983,0.18969342,-0.06504251,0.76790684,-0.59786797,-0.6747875,-0.80869526,0.70806515,0.12292253,-0.36301482,0.27735388,0.71090806,-0.8792022,-0.14890993,0.105017185,0.537496,0.24425425,0.4399597,0.39433056,-0.9144169,-0.5301527,0.61777437,-0.6092021,0.45475605,0.7287004,-0.15657724,-0.63725966,-0.63754797,-0.0959036,0.3457148,-0.7900823,-0.91688895,0.53933215,0.91138244,-0.20461346,-0.12936734,0.61945385,-0.1324089,-0.861767,-0.036134195,0.8269226,-0.13732284,-0.30152446,-0.1573432,0.21125105,0.641069,0.28851983,0.56667066,-0.652645,0.8055974,-0.8675608,0.12711589,-0.30580515,0.97199714,0.54966396,0.89672375,-0.4905856,0.53688014,-0.4747255,-0.37048674,-0.09261944,-0.17736305,0.6448742,-0.38966045,0.37494174,0.7236182,-0.36348507,-0.619207,-0.5448022,-0.17604785,-0.65308553,-0.35532898,-0.962687,-0.6320843,0.6335836,0.83811015,0.5560829,-0.51380634,-0.52227265,0.7682977,-0.8924319,0.09969644,-0.54825145,0.24925134,-0.8846048,0.76529914,-0.8271404,-0.17663743,0.13744158
0.10931567,-0.8840909,0.1561074,0.8126163,0.5088817,-0.5702253,0.7469284,0.35277134,-0.34543103,-0.316971,-0.7617921,0.13481869,0.79274255,0.9367628,0.60801506,-0.2051088,0.80595547,-0.49963513,-0.8092058,0.8632018,0.3661284,-0.09667374,-0.85816306,0.51690614,0.95228857,0.79349977,0.87897384,0.4454349,0.13820824,0.61696863,0.7270247,-0.80239147,-0.17872915,0.92133206,0.8060839,-0.5583274,0.020784453,-0.90049654,0.77135354,0.663087,0.46229172,0.8025558,-0.4215828,0.21401927,0.3903179,-0.1659542,-0.03905349,-0.10354243,0.101924345,-0.1545693,0.87355936,-0.18867709,0.045186665,-0.8748996,-0.06252899,0.79764676,0.49644613,0.24921729,-0.668302,-0.6903692,-0.06371439,-0.21154927,0.22973627,-0.07392792,-0.45697993,-0.7432848,-0.7161403,-0.9475113,-0.78140163,-0.5955969,0.59222245,0.428152,-0.21073347,0.40971446,0.5912116,-0.7723889,0.43422094,-0.4325246,-0.7652384,0.8251796,-0.05651055,-0.641787,-0.51585686,0.94016093,0.7217984,-0.78417766,-0.13200404,0.18236712,-0.7303626,-0.8393084,-0.590076,0.87425894,-0.25197148,-0.4673324,-0.48407453,0.47885776,-0.97133195,-0.6267735,0.6496958,-0.94890654
